Restaurant Name,City,Address,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
Say Cheese,New Delhi,"88/3, Adchini, New Delhi",Adchini,77.19815936,28.53744768,Fast Food,400,Indian Rupees(Rs.),No,Yes,No,1,2.7,Orange,Average,64,India
Southy,New Delhi,"88/4, Adchini, New Delhi",Adchini,77.19795015,28.53747419,South Indian,450,Indian Rupees(Rs.),No,Yes,No,1,2.6,Orange,Average,113,India
Monosoz,New Delhi,"Sri Aurobindo Marg, Adchini, New Delhi",Adchini,77.19804244,28.53839431,Pizza,300,Indian Rupees(Rs.),No,Yes,No,1,3.7,Yellow,Good,66,India
Waves,New Delhi,"A-4, Sarvodaya Enclave, Adchini, New Delhi",Adchini,77.1988082,28.5386662,"North Indian, Chinese",1500,Indian Rupees(Rs.),Yes,Yes,No,3,3.5,Yellow,Good,141,India
Delhi Darbar,New Delhi,"84, Main Road, Adchini, New Delhi",Adchini,77.19696745,28.53576259,"Chinese, North Indian",500,Indian Rupees(Rs.),No,No,No,2,2.2,Red,Poor,77,India
Chateau,New Delhi,"84, Aurobindo Marg, Adchini, New Delhi",Adchini,77.19679244,28.53565508,"Mediterranean, Italian",1600,Indian Rupees(Rs.),Yes,No,No,3,4.0,Green,Very Good,40,India
Nariyal Cafe,New Delhi,"A-4, 3rd Foor, Adchini, New Delhi",Adchini,77.199152,28.538438,"Continental, Seafood, Goan, Andhra, Kerala, Thai",1200,Indian Rupees(Rs.),Yes,No,No,3,4.2,Green,Very Good,46,India
Rustom's Parsi Bhonu,New Delhi,"94-A/B, Adchini, New Delhi",Adchini,77.19815668,28.53789627,Parsi,1500,Indian Rupees(Rs.),Yes,Yes,No,3,4.2,Green,Very Good,665,India
BarShala,New Delhi,"Aditya Mall, Next to Cross River Mall, CBD, Karkardooma, New Delhi","Aditya Mega Mall, Karkardooma",77.3006287,28.6557549,Finger Food,600,Indian Rupees(Rs.),No,No,No,2,3.2,Orange,Average,31,India
Chawla's_,New Delhi,"Shop SG 40, Aditya Mega Mall, Karkardooma, New Delhi","Aditya Mega Mall, Karkardooma",77.3011977,28.6560516,"North Indian, Mughlai",800,Indian Rupees(Rs.),Yes,Yes,No,2,3.4,Orange,Average,32,India
Domino's Pizza,New Delhi,"15/16/16-A, Plot 9-D, Aditya Mega Mall, Karkardooma, New Delhi","Aditya Mega Mall, Karkardooma",77.3016337,28.6564531,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,2,2.8,Orange,Average,83,India
Sultanat,New Delhi,"31-BC, Ground Floor, Aditya Mega Mall, Karkardooma, New Delhi","Aditya Mega Mall, Karkardooma",77.3016026,28.6562624,"North Indian, Chinese, Continental",1000,Indian Rupees(Rs.),Yes,Yes,No,3,3.7,Yellow,Good,288,India
Bella Italia,New Delhi,"Ground Floor, MLCP, IGI Terminal 3, Aerocity, New Delhi",Aerocity,77.087897,28.554463,"Fast Food, Italian, Pizza",550,Indian Rupees(Rs.),No,No,No,2,3.2,Orange,Average,33,India
Clever Fox Cafe,New Delhi,"Red Fox Hotel, Asset 6, Aerocity Hospitality District, Near Aerocity, New Delhi",Aerocity,77.120642,28.55169,"North Indian, Continental, Chinese",900,Indian Rupees(Rs.),Yes,No,No,2,3.2,Orange,Average,26,India
365 Naturals,New Delhi,"Multilevel Car Parking, Terminal 3, Aerocity, New Delhi",Aerocity,77.087897,28.554463,"Continental, North Indian, Fast Food, Street Food, South Indian",600,Indian Rupees(Rs.),No,No,No,2,0.0,White,Not rated,2,India
Tpot,New Delhi,"Basement, MLCP Parking, Terminal 3, Aerocity, New Delhi",Aerocity,77.087897,28.554463,Cafe,800,Indian Rupees(Rs.),No,No,No,2,0.0,White,Not rated,0,India
4 on 44 Restaurant & Bar,New Delhi,"112, Aggarwal City Mall, Road 44, Near M2K Multiplex, Pitampura, New Delhi","Aggarwal City Mall, Pitampura",77.1346226,28.6901424,"North Indian, Chinese",1000,Indian Rupees(Rs.),Yes,Yes,No,3,2.6,Orange,Average,49,India
Rambhog,New Delhi,"Shop 31, Aggarwal City Mall, Near Chunmun Store, Rani Bagh, Pitampura, New Delhi","Aggarwal City Mall, Pitampura",77.1345554,28.6900143,"Street Food, Mithai",200,Indian Rupees(Rs.),No,No,No,1,3.3,Orange,Average,13,India
Selfie Lounge Restro & Bar,New Delhi,"214-215, 2nd Floor, Aggarwal City Mall, Pitampura, New Delhi","Aggarwal City Mall, Pitampura",77.13477239,28.68990208,"North Indian, Chinese",1500,Indian Rupees(Rs.),Yes,Yes,No,3,3.2,Orange,Average,64,India
BTW,New Delhi,"G-71 & G-87, Aggarwal City Plaza, Mangalam Palace, Rohini, New Delhi","Aggarwal City Plaza, Rohini",77.1177269,28.7003322,"Street Food, South Indian, Mithai",400,Indian Rupees(Rs.),No,No,No,1,3.4,Orange,Average,167,India
Chilli Pepper,New Delhi,"G-89-90, Near M2K Cinemas, Aggarwal City Plaza, Rohini, New Delhi","Aggarwal City Plaza, Rohini",77.1176394,28.7006401,"North Indian, Chinese",900,Indian Rupees(Rs.),Yes,Yes,No,2,3.3,Orange,Average,99,India
Pizza Hut,New Delhi,"17, Mangalam Place, Aggarwal City Plaza, Rohini, New Delhi","Aggarwal City Plaza, Rohini",77.1172629,28.7006935,"Italian, Pizza, Fast Food",1000,Indian Rupees(Rs.),No,Yes,No,3,2.6,Orange,Average,125,India
Puri Bakers,New Delhi,"G-97, Aggarwal City Plaza, Manglam Place, Rohini, New Delhi","Aggarwal City Plaza, Rohini",77.1175742,28.7004868,"Bakery, Fast Food",300,Indian Rupees(Rs.),No,No,No,1,3.7,Yellow,Good,124,India
Jaiveer Naan & Chaap,New Delhi,"Shop 95, Aggarwal City Plaza, Near M2K, Rohini, New Delhi","Aggarwal City Plaza, Rohini",77.1176368,28.7004261,"North Indian, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,2,2.2,Red,Poor,79,India
Aggarwal's Sweets Paradise,New Delhi,"G-3, H/1, Alaknanda Shopping Complex, Alaknanda, New Delhi",Alaknanda,77.2542078,28.52497428,"Mithai, North Indian, South Indian, Street Food",400,Indian Rupees(Rs.),No,No,No,1,2.9,Orange,Average,8,India
Bikaner Sweets,New Delhi,"A-1/G3, Pushpa Bhawan, Alaknanda Market, Alaknanda, New Delhi",Alaknanda,77.2542551,28.5253209,"Mithai, Street Food",200,Indian Rupees(Rs.),No,No,No,1,3.3,Orange,Average,20,India
Cafe Coffee Day,New Delhi,"Nilgiri Market, Opposite Nilgiri Appartments, Alaknanda, New Delhi",Alaknanda,77.25014627,28.52813297,Cafe,450,Indian Rupees(Rs.),No,No,No,1,3.2,Orange,Average,23,India
Cakeophony By Sonali,New Delhi,"Alaknanda, New Delhi",Alaknanda,0.0,0.0,Bakery,400,Indian Rupees(Rs.),No,No,No,1,3.4,Orange,Average,19,India
Chandra Sweets,New Delhi,"A-8, Alaknanda Shopping Complex, Near Tara Apartment, Alaknanda, New Delhi",Alaknanda,77.2540557,28.5255719,"Mithai, North Indian, South Indian, Street Food",400,Indian Rupees(Rs.),No,No,No,1,3.0,Orange,Average,7,India
Chhotu Mashhoor Kathi Roll,New Delhi,"Near Mother Dairy, Alaknanda Market, Alaknanda, New Delhi",Alaknanda,77.25411225,28.52569245,Fast Food,150,Indian Rupees(Rs.),No,No,No,1,2.7,Orange,Average,11,India
Green Chick Chop,New Delhi,"10 & 11, Narmada Market, Opposite Don Bosco School, Alaknanda, New Delhi",Alaknanda,77.24689879,28.52810941,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,No,1,3.2,Orange,Average,35,India
Lazeez Restaurant,New Delhi,"J 15, Alaknanda Shopping Complex, Mini Market, Alaknanda, New Delhi",Alaknanda,77.2545694,28.5256646,"Chinese, North Indian, Italian, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,2,3.0,Orange,Average,11,India
Madhuvan Chinese Fast Food,New Delhi,"Alaknanda Shopping Complex, Near Gangotri Complex Part B, Alaknanda, New Delhi",Alaknanda,77.2532459,28.52560319,Chinese,300,Indian Rupees(Rs.),No,Yes,No,1,2.5,Orange,Average,32,India
Mr Wong,New Delhi,"Shop 4, Nilgiri Shopping Complex, Alaknanda, New Delhi",Alaknanda,77.249793,28.525675,"Chinese, Thai",800,Indian Rupees(Rs.),No,Yes,No,2,3.2,Orange,Average,10,India
Mughlai Shahi Rasoi,New Delhi,"B-13, DDA Shopping Complex, Alaknanda, New Delhi",Alaknanda,77.253851,28.5253274,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,2,3.2,Orange,Average,23,India
Mumbai Central Street Food,New Delhi,"Shop 6, Narmada Market, Opposite Don Bosco School, Alaknanda, New Delhi",Alaknanda,77.24780235,28.52774267,"Street Food, Fast Food, Beverages",400,Indian Rupees(Rs.),No,No,No,1,3.1,Orange,Average,7,India
Neha's Treat,New Delhi,"Alaknanda Shopping Complex, Alaknanda, New Delhi",Alaknanda,77.2540306,28.5257928,Chinese,450,Indian Rupees(Rs.),No,No,No,1,2.9,Orange,Average,42,India
New Bakers Shoppee,New Delhi,"A-12, Alaknanda Shopping Complex, Opposite ICICI Bank, Alaknanda, New Delhi",Alaknanda,77.25402072,28.52553898,"Bakery, Fast Food",200,Indian Rupees(Rs.),No,No,No,1,3.2,Orange,Average,21,India
Pant  Ice Cream Parlour,New Delhi,"A-17, Alaknanda Market, Alaknanda, New Delhi",Alaknanda,77.25401971,28.52572397,"Desserts, Ice Cream",150,Indian Rupees(Rs.),No,No,No,1,3.3,Orange,Average,16,India
PM 2 AM Food Bank,New Delhi,"1st Floor, Alaknanda Market, Alaknanda, New Delhi",Alaknanda,77.25118,28.52757,North Indian,500,Indian Rupees(Rs.),No,Yes,Yes,2,2.5,Orange,Average,37,India
Punjabi Chaap Corner,New Delhi,"Shop 6, GF, Plot 2, NRI Colony, Alaknanda, New Delhi",Alaknanda,77.2542022,28.533376,North Indian,250,Indian Rupees(Rs.),No,No,No,1,2.9,Orange,Average,4,India
Sartaj Food Corner,New Delhi,"J 3/21, DDA Flats, Opposite Alaknanda Market, Alaknanda, New Delhi",Alaknanda,77.2540755,28.5258419,"North Indian, South Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,No,2,2.8,Orange,Average,7,India
The Sugar Therapy,New Delhi,"63-C, Pocket F, Gangotri Apartments, Alaknanda, New Delhi",Alaknanda,77.252479,28.523785,"Bakery, Desserts",450,Indian Rupees(Rs.),No,No,No,1,3.4,Orange,Average,22,India
Biryani Binge,New Delhi,"Mandakini Enclave, Alaknanda, New Delhi",Alaknanda,77.25034475,28.53141028,"North Indian, Biryani",600,Indian Rupees(Rs.),No,Yes,No,2,3.9,Yellow,Good,97,India
City of Joy,New Delhi,"2, 1st Floor, Aravali Shopping Complex, Alaknanda, New Delhi",Alaknanda,77.25312788,28.53267894,Bengali,800,Indian Rupees(Rs.),No,No,No,2,3.9,Yellow,Good,452,India
Letz Roll,New Delhi,"Narmada Shopping Complex, Opposite Don Bosco School, Alaknanda, New Delhi",Alaknanda,77.2468466,28.5278902,"Ice Cream, Desserts",250,Indian Rupees(Rs.),No,No,No,1,3.6,Yellow,Good,14,India
Nukkad,New Delhi,"Shop 14, Nilgiri Apartments, Alaknanda, New Delhi",Alaknanda,77.25,28.53,"Chinese, Mughlai, North Indian",650,Indian Rupees(Rs.),No,Yes,No,2,3.6,Yellow,Good,82,India
#InstaFreeze,New Delhi,"B-17, Alaknanda Shopping Complex, Alaknanda, New Delhi",Alaknanda,77.253694,28.52542,Ice Cream,300,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,2,India
Aahar Meat and Chicken Shop,New Delhi,"F-6, Pushpa Bhawan, Alaknanda Shopping Complex, Alaknanda, New Delhi",Alaknanda,77.25,28.52,"Raw Meats, Fast Food",400,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Food Cafe,New Delhi,"1-B, Mandakini Enclave, Near Gate 6, Opposite Kalka Public School, Alaknanda, New Delhi",Alaknanda,77.25012012,28.5299095,"South Indian, North Indian, Chinese",350,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Lazeez Restaurant,New Delhi,"15, Opposite Union Bank of India, Main Road, Greater Kailash 4, Alaknanda, New Delhi",Alaknanda,77.25394236,28.5335614,"Chinese, North Indian, Mughlai, Pizza",500,Indian Rupees(Rs.),No,No,No,2,0.0,White,Not rated,1,India
Lemon Chick,New Delhi,"7 & 11, G-1, Raj Tower 1, Alaknanda Shopping Complex, Near Post Office, Alaknanda, New Delhi",Alaknanda,77.2546954,28.525267,North Indian,500,Indian Rupees(Rs.),No,Yes,No,2,0.0,White,Not rated,2,India
Punjabi Chaap Corner,New Delhi,"Shop 6, Ground Floor, Plot 2, NRI Colony, Greater Kailash 4, Alaknanda, New Delhi",Alaknanda,0.0,0.0,"Fast Food, North Indian",400,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Purani Dilli Foods,New Delhi,"J-16, Mini Market, Alaknanda, New Delhi",Alaknanda,77.2550814,28.5254928,Mughlai,600,Indian Rupees(Rs.),No,No,No,2,0.0,White,Not rated,1,India
Tandoori Kebab,New Delhi,"356 Narmada, Alaknanda, New Delhi",Alaknanda,77.248174,28.526931,North Indian,400,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
Shree Rathnam,New Delhi,"D1, First Floor, Abhishek Tower, Alaknanda, New Delhi",Alaknanda,77.2543449,28.5255985,"South Indian, North Indian, Chinese",800,Indian Rupees(Rs.),No,Yes,No,2,2.4,Red,Poor,31,India
Alaturka,New Delhi,"Food Court, 3rd Floor, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj",77.1549849,28.541562,Turkish,600,Indian Rupees(Rs.),No,Yes,No,2,2.5,Orange,Average,100,India
Amici Gourmet Pizza,New Delhi,"Food Court, 3rd Floor, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj",77.1549896,28.5414797,"Pizza, Italian",800,Indian Rupees(Rs.),No,Yes,No,2,3.1,Orange,Average,230,India
Burger King,New Delhi,"3rd Floor,  Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj",77.1551985,28.5417053,"Burger, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,2,3.2,Orange,Average,458,India
Kylin Express,New Delhi,"5, Food Court, 3rd Floor, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj",77.155068,28.5411683,"Asian, Chinese",700,Indian Rupees(Rs.),No,No,No,2,2.6,Orange,Average,176,India
Big Fat Sandwich,New Delhi,"Over Bridge, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj",77.15575699,28.54155381,American,800,Indian Rupees(Rs.),Yes,Yes,No,2,3.5,Yellow,Good,232,India
Fashion Tv Cafe,New Delhi,"T-319, Level 3, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj",77.15530144,28.5414127,"Continental, Chinese, North Indian",2200,Indian Rupees(Rs.),Yes,No,No,4,3.6,Yellow,Good,27,India
Kylin Skybar,New Delhi,"T-302, 3rd Floor, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj",77.154938,28.5414475,"Chinese, Japanese, Thai, Malaysian, Vietnamese, Asian",2200,Indian Rupees(Rs.),Yes,No,No,4,3.6,Yellow,Good,210,India
Lemon Drops,New Delhi,"T 314 -15, Food Court, 3rd Floor, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj",77.1552225,28.5410525,"North Indian, South Indian",500,Indian Rupees(Rs.),No,No,No,2,3.9,Yellow,Good,44,India
Punjabi By Nature Express,New Delhi,"3rd Floor, Food Court, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj",77.155099,28.5411702,"North Indian, Street Food, Mughlai",600,Indian Rupees(Rs.),No,No,No,2,3.5,Yellow,Good,206,India
Red Mango,New Delhi,"Level 2, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj",77.1553877,28.5409809,"Cafe, Desserts",700,Indian Rupees(Rs.),No,Yes,No,2,3.7,Yellow,Good,185,India
Starbucks,New Delhi,"1st Floor, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj",77.15541266,28.54089671,Cafe,700,Indian Rupees(Rs.),No,No,No,2,3.7,Yellow,Good,256,India
Peninsular Kitchen,New Delhi,"Level 3, Ambience Mall, Vasant Kunj, New Delhi","Ambience Mall, Vasant Kunj",77.1550949,28.5411409,"Seafood, South Indian, Andhra, Hyderabadi, Goan",1500,Indian Rupees(Rs.),Yes,Yes,No,3,4.2,Green,Very Good,336,India
Mithapur,New Delhi,"4 & 5, Anand Lok Market, Opposite Gargi College, Anand Lok, New Delhi",Anand Lok,77.2187517,28.5555634,"Chinese, Fast Food, North Indian, South Indian",450,Indian Rupees(Rs.),No,No,No,1,3.4,Orange,Average,280,India
Diggin,New Delhi,"Anand Lok Shopping Centre, Opposite Gargi College, Anand Lok, New Delhi",Anand Lok,77.2194983,28.5556355,"Italian, Continental, Cafe",1400,Indian Rupees(Rs.),Yes,Yes,No,3,4.2,Green,Very Good,2131,India
Aggarwal Sweet India,New Delhi,"17, DDA Market, Savita Vihar, Anand Vihar, New Delhi",Anand Vihar,77.3169197,28.6603476,"Fast Food, North Indian, Chinese, Desserts",200,Indian Rupees(Rs.),No,No,No,1,2.8,Orange,Average,13,India
Banzara's,New Delhi,"8, A Block, Central Market, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,77.3063202,28.6594964,"Chinese, Fast Food",400,Indian Rupees(Rs.),No,No,No,1,3.1,Orange,Average,38,India
Bobby Tikki Wala,New Delhi,"G-1, Ajnara Tower, DDA Market, Plot Number 1, Savita Vihar, Near Anand Vihar, New Delhi",Anand Vihar,77.3168615,28.6603647,Street Food,150,Indian Rupees(Rs.),No,No,No,1,2.8,Orange,Average,69,India
Chennai Junction,New Delhi,"G-3, Pankaj Plaza, LSC, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,77.3065547,28.6596493,South Indian,500,Indian Rupees(Rs.),No,No,No,2,3.3,Orange,Average,11,India
Chicken Bite,New Delhi,"G 3, Block A, Central Market, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,77.3065301,28.6595397,Fast Food,200,Indian Rupees(Rs.),No,No,No,1,3.1,Orange,Average,6,India
Chocolate Dreams,New Delhi,"D-130, Anand Vihar, New Delhi",Anand Vihar,77.3068973,28.6594042,"Bakery, Desserts",400,Indian Rupees(Rs.),No,No,No,1,3.0,Orange,Average,4,India
Dial n Dine,New Delhi,"Shop 16, Ground Floor, DDA Market, Savita Vihar, Anand Vihar, New Delhi",Anand Vihar,77.316909,28.6602285,"North Indian, Chinese",650,Indian Rupees(Rs.),No,No,No,2,3.4,Orange,Average,80,India
Fresh n Refresh,New Delhi,"Shop 4, Kamal Complex, Central Market, Pocket A, Surajmal Vihar, Near Anand Vihar, New Delhi",Anand Vihar,77.3066672,28.6596084,Fast Food,500,Indian Rupees(Rs.),No,No,No,2,3.4,Orange,Average,24,India
Garden Hut,New Delhi,"Maharaja Surajmal Samadhi Park, Opposite C Block, Suraj Mal Vihar, Anand Vihar, New Delhi",Anand Vihar,77.305701,28.6601278,"Chinese, Fast Food",250,Indian Rupees(Rs.),No,No,No,1,3.1,Orange,Average,13,India
Giani,New Delhi,"G-4, Pankaj Plaza, A Block, Local Shopping Centre, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,77.3064966,28.6596561,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,Yes,No,1,3.3,Orange,Average,12,India
Jugnu Gaming Zone and Cafe,New Delhi,"39, Opposite Bharat Petrol Pump, Near Yamuna Sports Complex, Anand Vihar, New Delhi",Anand Vihar,77.3103233,28.6578549,"Cafe, North Indian, Fast Food",600,Indian Rupees(Rs.),No,No,No,2,2.9,Orange,Average,4,India
Keventer's South Indian & Chinese Food,New Delhi,"Shop No 5, Chetan Complex, Anand Vihar, New Delhi",Anand Vihar,77.3068127,28.6594592,"Chinese, South Indian",200,Indian Rupees(Rs.),No,No,No,1,2.8,Orange,Average,9,India
KTS,New Delhi,"Central Market, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,77.306795,28.65948,Fast Food,250,Indian Rupees(Rs.),No,No,No,1,3.3,Orange,Average,18,India
Mandarin,New Delhi,"G-7, Pankaj Plaza, Surajmal Vihar, Near, Anand Vihar, New Delhi",Anand Vihar,77.3061657,28.6598026,Chinese,600,Indian Rupees(Rs.),No,No,No,2,2.8,Orange,Average,14,India
Penguin Bakers & Shakers,New Delhi,"G-6, Pankaj Plaza, Local Shopping Complex, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,77.3064705,28.6596774,Fast Food,400,Indian Rupees(Rs.),No,No,No,1,2.8,Orange,Average,9,India
Rollmates,New Delhi,"G 4, Plot 10, LSC Market, Khetan Complex, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,77.3064258,28.6595258,"Fast Food, North Indian, Chinese",200,Indian Rupees(Rs.),No,No,No,1,3.2,Orange,Average,16,India
Tandoori Nights,New Delhi,"Plot 5, Sikka Mansion, Savita Vihar Market, Anand Vihar, New Delhi",Anand Vihar,77.3169899,28.6604475,"Mughlai, North Indian",650,Indian Rupees(Rs.),No,No,No,2,3.0,Orange,Average,5,India
Burger Dominion,New Delhi,"G-5, Pankaj Plaza, Ground Floor, A Block, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,77.3065439,28.6596325,Fast Food,500,Indian Rupees(Rs.),No,Yes,No,2,3.6,Yellow,Good,251,India
Cafe Gainz,New Delhi,"Shop G-7, Plot 4, LSC, Surajmal Vihar, Near, Anand Vihar, New Delhi",Anand Vihar,77.306742,28.6595377,Healthy Food,350,Indian Rupees(Rs.),No,Yes,No,1,3.5,Yellow,Good,42,India
Chaskaa,New Delhi,"Kamal Complex, Local Shopping Centre, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,77.3066776,28.6595993,"Chinese, North Indian, Italian",650,Indian Rupees(Rs.),No,Yes,No,2,3.5,Yellow,Good,220,India
Fabulous Cake Bites,New Delhi,"G-5, Ajnara Complex, Savita Vihar, Anand Vihar, New Delhi",Anand Vihar,77.3057084,28.6601355,"Bakery, Desserts, Fast Food, Pizza, Burger, Continental",400,Indian Rupees(Rs.),No,Yes,No,1,3.6,Yellow,Good,34,India
Hangout - A House Of Kathis,New Delhi,"G-2, Ashish Complex, Surajmal Vihar Market, Anand Vihar, New Delhi",Anand Vihar,77.3065483,28.6594782,Street Food,250,Indian Rupees(Rs.),No,No,No,1,3.7,Yellow,Good,103,India
Malais By Anands,New Delhi,"Shop 11, Ground Floor, LSC Complex, Savita Vihar, Anand Vihar, New Delhi",Anand Vihar,77.3171967,28.6602308,"North Indian, Chinese, South Indian, Fast Food",300,Indian Rupees(Rs.),No,No,No,1,3.7,Yellow,Good,46,India
Panchwati Rasoi,New Delhi,"LSC, Savita Vihar Market, Anand Vihar, New Delhi",Anand Vihar,77.317158,28.6598763,"North Indian, Chinese",250,Indian Rupees(Rs.),No,No,No,1,3.8,Yellow,Good,62,India
Sprinkles Cup & Cake,New Delhi,"B-268, Yojna Vihar, Anand Vihar, New Delhi",Anand Vihar,77.3160226,28.6632543,"Bakery, Desserts",300,Indian Rupees(Rs.),No,No,No,1,3.6,Yellow,Good,42,India
Target Ice Cream & Bakers,New Delhi,"Ground Floor, 4, Vigyan Vihar, Anand Vihar, New Delhi",Anand Vihar,77.3128538,28.660001,"Desserts, Bakery, Pizza, Burger, Continental",350,Indian Rupees(Rs.),No,Yes,No,1,3.6,Yellow,Good,58,India
The Sweeet Jar,New Delhi,"A-276, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,77.3049468,28.6600636,"Cafe, Bakery",1000,Indian Rupees(Rs.),No,Yes,No,3,3.9,Yellow,Good,106,India
Amar Bakery,New Delhi,"G-5 & 6, Krit Plaza LSC, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,77.3066854,28.6595807,"Bakery, Desserts, Fast Food, Mithai",500,Indian Rupees(Rs.),No,No,No,2,0.0,White,Not rated,0,India
Cafe Brewbug,New Delhi,"Shop 4, Atlantic Plaza, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,77.3064428,28.6595978,"Fast Food, Beverages",350,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,1,India
Chilll House Kafe,New Delhi,"F-201, A Block, Ashish Complex-2, Central Market, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,77.3068152,28.6594371,Cafe,500,Indian Rupees(Rs.),No,No,No,2,0.0,White,Not rated,1,India
Cookie Shookie,New Delhi,"165, Vigyan Vihar, Anand Vihar, New Delhi",Anand Vihar,77.3068421,28.6594206,Bakery,100,Indian Rupees(Rs.),No,No,No,1,0.0,White,Not rated,0,India
